"CityProvince","Barangay","density"
"CITY OF PASIG","Santolan",146643.193336992
"CITY OF PASIG","Santa Lucia",122642.328178971
"CITY OF PASSI","Poblacion Ilawod",1668.30537692998
"CITY OF PASSI","Man-it",1263.96418824657
"CITY OF PASSI","Aglalana",931.788881007965
"CITY OF PASSI","Gemumua-agahon",894.379361582531
"CITY OF PASSI","Salngan",825.131953284388
"CITY OF SAN FERNANDO (Capital)","Calulut",5344.26945078081
"CITY OF SAN FERNANDO (Capital)","Bulaon",3495.49008750495
"CITY OF SAN FERNANDO (Capital)","Sevilla",2888.59604060898
"CITY OF SAN FERNANDO (Capital)","San Agustin",2855.58246322158
"CITY OF SAN FERNANDO (Capital)","Dolores",2772.88583729074
"CITY OF SAN JOSE DEL MONTE","Muzon",15095.3911200442
"CITY OF SAN JOSE DEL MONTE","Gaya-gaya",6185.67929886484
"CITY OF SAN JOSE DEL MONTE","Santo Cristo",5528.0711981408
"CITY OF SAN JOSE DEL MONTE","Minuyan Proper",5500.74166251639
"CITY OF SAN JOSE DEL MONTE","Graceville",5448.63145987504
"CITY OF SAN JUAN","West Crame",46187.0710527165
"CITY OF SAN JUAN","Greenhills",38865.0999128386
"CITY OF SAN JUAN","Batis",26914.2331407173
"CITY OF SAN JUAN","Salapan",24086.228492107
"CITY OF SAN JUAN","Corazon De Jesus",21830.9842786584
"CITY OF SAN PEDRO","San Antonio",14889.830637309
"CITY OF SAN PEDRO","Landayan",7612.89494735242
"CITY OF SAN PEDRO","Langgam",7180.94733070065
"CITY OF SAN PEDRO","San Vicente",6333.53494696632
"CITY OF SAN PEDRO","Cuyab",5267.48241159345
"CITY OF SANTA ROSA","Pook",10370.6211171881
"CITY OF SANTA ROSA","Tagapo",8159.25293160218
"CITY OF SANTA ROSA","Dila",7481.03215079879
"CITY OF SANTA ROSA","Dita",6849.59357539035
"CITY OF SANTA ROSA","Malitlit",5938.67374184527
"CITY OF SANTIAGO","Rizal",1069.10417577173
"CITY OF SANTIAGO","Rosario",886.15669600843
"CITY OF SANTIAGO","Batal",655.342348127552
"CITY OF SANTIAGO","Calaocan",503.144296588651
"CITY OF SANTIAGO","Plaridel",483.703222320832
"CITY OF SIPALAY","Camindangan",673.630655324981
"CITY OF SIPALAY","San Jose",599.448657023254
"CITY OF SIPALAY","Nabulao",577.929521652986
"CITY OF SIPALAY","Gil Montilla",567.669343185305
"CITY OF SIPALAY","Manlucahoc",477.870082083215
"CITY OF SORSOGON (Capital)","Bibincahan",3015.63324789519
"CITY OF SORSOGON (Capital)","Pangpang",1768.60432571309
"CITY OF SORSOGON (Capital)","Cabid-An",1390.16515525986
"CITY OF SORSOGON (Capital)","Balogo",1328.27358459839
"CITY OF SORSOGON (Capital)","San Juan (Roro)",994.672270289995
"CITY OF TABACO","San Lorenzo",1512.22376365414
"CITY OF TABACO","Hacienda (San Miguel Island)",1083.58152350027
"CITY OF TABACO","Santo Cristo (Pob.)",1059.62967726906
"CITY OF TABACO","San Antonio",1033.37845379964
"CITY OF TABACO","Mariroc",1023.989330077
"CITY OF TABUK (Capital)","Bulanao",1165.19306573984
"CITY OF TABUK (Capital)","Bulanao Norte",375.560547620057
"CITY OF TABUK (Capital)","Agbannawag",272.902979697368
"CITY OF TABUK (Capital)","Dagupan Weste",271.834866273895
"CITY OF TABUK (Capital)","Lacnog",262.281185097275
"CITY OF TACURONG","Poblacion",849.545204791697
"CITY OF TACURONG","San Pablo",667.196376033087
"CITY OF TACURONG","New Isabela",614.175189413888
"CITY OF TACURONG","Gansing",342.828384698026
"CITY OF TACURONG","San Emmanuel",339.419505241797
"CITY OF TAGUM (Capital)","Visayan Village",2293.57115660747
"CITY OF TAGUM (Capital)","Mankilam",2217.64431533109
"CITY OF TAGUM (Capital)","Apokon",1692.87259376569
"CITY OF TAGUM (Capital)","San Miguel (Camp 4)",985.626019777443
"CITY OF TAGUM (Capital)","La Filipina",875.947591636822
"CITY OF TALISAY","San Roque",4250.07304815055
"CITY OF TALISAY","Dumlog",4162.08078637506
"CITY OF TALISAY","Cansojong",3748.09591647922
"CITY OF TALISAY","Tabunoc",3435.91060475449
"CITY OF TALISAY","Lagtang",3236.52388392281
"CITY OF TANAUAN","Darasa",4256.69590124672
"CITY OF TANAUAN","Balele",1839.04970119918
"CITY OF TANAUAN","Trapiche",1782.08691224679
"CITY OF TANAUAN","Ambulong",1629.62055373166
"CITY OF TANAUAN","Bagumbayan",1565.8707090743
"CITY OF TANDAG (Capital)","Telaje",544.435422166836
"CITY OF TANDAG (Capital)","Mabua",389.254877711576
"CITY OF TANDAG (Capital)","Bongtod Pob. (East West)",346.176758570795
"CITY OF TANDAG (Capital)","Bagong Lungsod (Pob.)",340.962692277099
"CITY OF TANDAG (Capital)","San Agustin Sur",340.466114534842
"CITY OF TANJAY","Santo Niño",597.178706034829
"CITY OF TANJAY","Tugas",503.293533153575
"CITY OF TANJAY","Novallas",472.785391869144
"CITY OF TANJAY","Azagra",471.332623236552
"CITY OF TANJAY","Santa Cruz Viejo",470.878633038867
"CITY OF TARLAC (Capital)","Matatalaib",3418.31601022359
"CITY OF TARLAC (Capital)","San Vicente",2696.13657144396
"CITY OF TARLAC (Capital)","Tibag",2312.10703458703
"CITY OF TARLAC (Capital)","San Rafael",2030.74026108602
"CITY OF TARLAC (Capital)","San Isidro",1777.83585370163
"CITY OF TAYABAS","Isabang",2097.68500252771
"CITY OF TAYABAS","Mateuna",1464.30726834642
"CITY OF TAYABAS","Opias",1355.47198222036
"CITY OF TAYABAS","Wakas",1228.45708259885
"CITY OF TAYABAS","Lita (Pob.)",1114.77389954067
"CITY OF URDANETA","San Vicente",2662.44440639217
"CITY OF URDANETA","Poblacion",1930.34774640522
"CITY OF URDANETA","Pinmaludpod",1816.51641158784
"CITY OF URDANETA","Nancayasan",1748.77165701733
"CITY OF URDANETA","Dilan Paurido",1557.62567664922
"CITY OF VALENCIA","Poblacion",3537.57169999184
"CITY OF VALENCIA","Lumbo",1589.45123569605
"CITY OF VALENCIA","Batangan",1141.53474519894
"CITY OF VALENCIA","Bagontaas",1049.52012634351
"CITY OF VALENCIA","Lurogan",798.382482399745
"CITY OF VALENZUELA","Hen. T. De Leon",246289.740775414
"CITY OF VALENZUELA","Marulas",148636.840236304
"CITY OF VALENZUELA","Malinta",133268.686444782
"CITY OF VALENZUELA","Ugong",115160.644994673
"CITY OF VALENZUELA","Karuhatan",112888.878845595
"CITY OF VICTORIAS","Barangay XX",675.719010234332
"CITY OF VICTORIAS","Barangay VI (Pob.)",648.661194452307
"CITY OF VICTORIAS","Barangay XIII",641.760543447495
"CITY OF VICTORIAS","Barangay XIX-A",637.311439510182
"CITY OF VICTORIAS","Barangay IX (Daan Banwa)",611.887988439823
"CITY OF VIGAN (Capital)","Tamag",905.613893812545
"CITY OF VIGAN (Capital)","Ayusan Norte",843.409602441105
"CITY OF VIGAN (Capital)","Pantay Fatima",703.135147809963
"CITY OF VIGAN (Capital)","San Julian Norte",686.010079740093
"CITY OF VIGAN (Capital)","Pantay Daya",656.293049854141
"CLARIN","Nahawan",515.316384121332
"CLARIN","Lapasan",437.637736081464
"CLARIN","Bogtongbod",334.183377168602
"CLARIN","Bonbon",333.949355195795
"CLARIN","Poblacion Centro",300.71823505718
"CLAVER","Taganito",291.863568011454
"CLAVER","Cagdianao",256.978981617912
"CLAVER","Tayaga (Pob. East)",205.272824205419
"CLAVER","Ladgaron (Pob.)",182.864753586079
"CLAVER","Urbiztondo",182.430248061604
"CLAVERIA","Poblacion",941.593204979248
"CLAVERIA","Poblacion District II (Barangay 2)",873.954965284659
"CLAVERIA","Pasig",713.765017690277
"CLAVERIA","Poblacion District I (Barangay 1)",673.717530791682
"CLAVERIA","Osmeña",643.442397155423
"COLUMBIO","Poblacion",367.424761082205
"COLUMBIO","Datablao",167.244870552548
"COLUMBIO","Telafas",158.276895367698
"COLUMBIO","Lomoyon",111.863690463651
"COLUMBIO","Mayo",111.129470273079
"COMPOSTELA","Poblacion",2427.2759019557
"COMPOSTELA","Cogon",1721.69965394216
"COMPOSTELA","Poblacion",1551.60541232043
"COMPOSTELA","Estaca",1480.6570219508
"COMPOSTELA","Canamucan",1016.82547184704
"CONCEPCION","San Jose (Pob.)",1379.07952044605
"CONCEPCION","Poblacion",1315.17012618351
"CONCEPCION","Alfonso",1239.03335084741
"CONCEPCION","San Francisco",1130.42322740741
"CONCEPCION","Polopina",1000.5056578249
"CONNER","Malama",176.772771584792
"CONNER","Caglayan (New Pob.)",126.512101046921
"CONNER","Karikitan",111.49917348366
"CONNER","Manag",105.090492942822
"CONNER","Paddaoan",99.5719069215445
"CONSOLACION","Tayud",4725.37167492186
"CONSOLACION","Casili",3750.20211423449
"CONSOLACION","Nangka",3118.81083160081
"CONSOLACION","Pulpogan",3071.07034914815
"CONSOLACION","Jugan",2313.77524514424
"CORCUERA","Alegria",84.761832383365
"CORCUERA","Mangansag",47.4074899725565
"CORCUERA","San Roque",47.3089297023433
"CORCUERA","Ilijan",41.7895545704032
"CORCUERA","Mahaba",37.4529026810217
"CORDON","Turod Sur",295.179020058397
"CORDON","Capirpiriwan",292.39065880883
"CORDON","Rizaluna (Rizaluna Oeste)",204.944551843222
"CORDON","Caquilingan (San Luis)",201.691463718727
"CORDON","Wigan",190.615473199611
"CORDOVA","Poblacion",2252.46148826876
"CORDOVA","Ibabao",1955.25358280369
"CORDOVA","Bangbang",1237.27417023137
"CORDOVA","Gabi",1102.94555784007
"CORDOVA","Catarman",1075.56498702164
"CORELLA","Sambog",350.564915265102
"CORELLA","Anislag",335.587509005445
"CORELLA","Poblacion",294.867685737002
"CORELLA","Canangca-an",222.788918112401
"CORELLA","Cancatac",220.682720357137
"CORON","Tagumpay",343.285421152628
"CORON","Barangay I (Pob.)",251.920050664978
"CORON","Barangay V (Pob.)",192.340367321089
"CORON","Guadalupe",183.814903947646
"CORON","Bulalacao",171.889111251847
"CORTES","De la Paz",660.878051207375
"CORTES","Lourdes",423.111726835317
"CORTES","Loreto",351.969047101945
"CORTES","Malayo Norte",331.843157440531
"CORTES","Poblacion",319.908036827366
"CUARTERO","Agdahon",569.102263599682
"CUARTERO","Poblacion Takas",456.873705323382
"CUARTERO","San Antonio",450.771443289445
"CUARTERO","Carataya",446.261075699145
"CUARTERO","Nagba",446.261075699145
"CUENCA","Dita",1109.92600260855
"CUENCA","San Felipe",818.567396988223
"CUENCA","Ibabao",810.325972203621
"CUENCA","San Isidro",506.847624252998
"CUENCA","Labac",493.758302536278
"CULABA","Marvel (Pob.)",324.978329900262
"CULABA","Virginia (Pob.)",302.683304941988
"CULABA","Bool East (Pob.)",191.208180150619
"CULABA","Looc",162.867046729085
"CULABA","Pinamihagan",156.44305648687
"CULASI","Batbatan Island",756.415176467457
"CULASI","Centro Poblacion",657.187089480845
"CULASI","Bitadton Sur",574.673894152407
"CULASI","Centro Norte (Pob.)",560.877475640899
"CULASI","Lipata",520.549483068801
"CULION","Osmeña",181.991538948702
"CULION","Binudac",106.790052776019
"CULION","Galoc",96.3919442685244
"CULION","De Carabao",88.654963056787
"CULION","Luac",83.1848680599536
"CURRIMAO","Gaang",311.776974566165
"CURRIMAO","Victoria",238.239917560252
"CURRIMAO","Pias Norte",223.381402617277
"CURRIMAO","Tapao-Tigue",199.204835930401
"CURRIMAO","Poblacion I",187.368391823285
"CUYAPO","San Antonio",583.124495861672
"CUYAPO","Baloy",360.240096520664
"CUYAPO","Latap",307.138667198632
"CUYAPO","Bambanaba",287.455737396599
"CUYAPO","Ungab",268.339222840667
"CUYO","Suba",198.943905425375
"CUYO","Manamoc",129.656035465485
"CUYO","Cabigsing (Pob.)",101.714198860038
"CUYO","Pawa",75.9899683343889
"CUYO","Bangcal (Pob.)",71.0126746886215
"DAANBANTAYAN","Maya",2064.54184410463
"DAANBANTAYAN","Tapilon",1947.76487967386
"DAANBANTAYAN","Poblacion",1823.96725605888
"DAANBANTAYAN","Aguho",1340.00981629371
"DAANBANTAYAN","Logon",1338.60568445687
"DAET (Capital)","Alawihao",2091.0919833702
"DAET (Capital)","Camambugan",1634.09075727857
"DAET (Capital)","Barangay IV (Pob.)",1501.11010700285
"DAET (Capital)","Gubat",1440.94306927004
"DAET (Capital)","Lag-On",1261.59164469068
"DAGAMI","Patoc",299.660250710358
"DAGAMI","Balilit",228.618476267045
"DAGAMI","Hiabangan",217.470963787908
"DAGAMI","Buntay",209.913328208832
"DAGAMI","Cabuloran",205.189805971909
"DAGOHOY","San Miguel",644.496513110875
"DAGOHOY","Poblacion",629.987150796832
"DAGOHOY","Caluasan",442.769572551117
"DAGOHOY","Malitbog",382.157881594067
"DAGOHOY","San Vicente",324.354454310702
"DAGUIOMAN","Tui (Pob.)",57.2627474250837
"DAGUIOMAN","Cabaruyan",29.6698173186962
"DAGUIOMAN","Pikek",24.3292502013309
"DAGUIOMAN","Ableg",12.6393421777646
"DAGUPAN CITY","Bonuan Gueset",5886.23847054522
"DAGUPAN CITY","Pantal",4493.06381521402
"DAGUPAN CITY","Bonuan Boquig",3614.90039816053
"DAGUPAN CITY","Lucao",2581.85585076925
"DAGUPAN CITY","Malued",2412.87172319744
"DALAGUETE","Mantalongon",1525.12119678416
"DALAGUETE","Poblacion",1487.2096371894
"DALAGUETE","Casay",1002.316109533
"DALAGUETE","Tapun",952.001385379463
"DALAGUETE","Balud",752.146620602162
"DAMULOG","Omonay",644.69533705045
"DAMULOG","Poblacion (New Damulog)",433.091363936083
"DAMULOG","Sampagar",254.102669255972
"DAMULOG","Tangkulan (Jose Rizal)",237.795030038845
"DAMULOG","Angga-an",209.627289572897
"DANAO","Poblacion",803.631454619733
"DANAO","Concepcion",366.478409415988
"DANAO","Cabatuan",334.183377168602
"DANAO","Remedios",301.420300975602
"DANAO","Magtangtang",293.931597845773
"DANAO CITY","Sabang",2909.12714396561
"DANAO CITY","Maslog",2323.60416800214
"DANAO CITY","Looc",2233.27168649858
"DANAO CITY","Guinsay",2141.76909513098
"DANAO CITY","Poblacion",2127.25973281694
"DANGCAGAN","Poblacion",588.656358649775
"DANGCAGAN","Miaray",356.49487670412
"DANGCAGAN","Barongcot",216.644516145115
"DANGCAGAN","Kianggat",163.471728879571
"DANGCAGAN","Kapalaran",148.547768141473
"DANGLAS","Caupasan (Pob.)",80.6425634722164
"DANGLAS","Nagaparan",47.6497266138261
"DANGLAS","Cabaruan",39.9355741109651
"DANGLAS","Padangitan",24.7446276437927
"DANGLAS","Danglas",21.1842495655491
"DAO","Matagnop",972.912820801881
"DAO","Balucuan",877.664469924359
"DAO","Duyoc",738.108390365649
"DAO","Nasunogan",705.474554271122
"DAO","Lacaron",622.696043202077
"DAPA","Barangay 1 (Pob.)",162.008488411292
"DAPA","Barangay 12 (Pob.)",153.132161268451
"DAPA","Union",150.214767032692
"DAPA","Barangay 13 (Pob.)",116.757841648138
"DAPA","Consolacion",110.674764305492
"DAPITAN CITY","Banonong (Pob.)",499.765322233811
"DAPITAN CITY","Taguilon",378.231226518173
"DAPITAN CITY","Polo",363.363292658615
"DAPITAN CITY","Sulangon",354.802967103111
"DAPITAN CITY","Matagobtob Pob. (Talisay)",347.369000173331
"DARAGA (LOCSIN)","Anislag",2196.09687724786
"DARAGA (LOCSIN)","Tagas",1322.33352673305
"DARAGA (LOCSIN)","Sagpon",1262.16648900023
"DARAGA (LOCSIN)","Maroroy",1057.33030003086
"DARAGA (LOCSIN)","San Roque",862.266464323825
"DARAM","Bagacay",391.863404775083
"DARAM","Astorga",377.881778953793
"DARAM","Poblacion 2 (Malingon)",301.171777826173
"DARAM","Bachao",288.134856452267
"DARAM","Sua",236.553993625074
"DASOL","Poblacion",860.282831274654
"DASOL","Eguia",804.374520811254
"DASOL","Gais-Guipe",630.101769276693
"DASOL","Uli",511.989167441853
"DASOL","Macalang",509.97445355128
"DATU ABDULLAH SANGKI","Tukanolocong (Tukanologong)",204.901646478468
"DATU ABDULLAH SANGKI","Sugadol",204.018449726405
"DATU ABDULLAH SANGKI","Kaya-kaya",203.339067609434
"DATU ABDULLAH SANGKI","Banaba",184.384306545942
"DATU ABDULLAH SANGKI","Talisawa",152.317470624909
"DATU ANGGAL MIDTIMBANG","Brar",365.507578930423
"DATU ANGGAL MIDTIMBANG","Nunangan (Nunangen)",260.950671128579
"DATU ANGGAL MIDTIMBANG","Tugal",247.227152365764
"DATU ANGGAL MIDTIMBANG","Mapayag",237.851679151564
"DATU ANGGAL MIDTIMBANG","Adaon",234.726521413497
"DATU BLAH T. SINSUAT","Matuber",209.793197720659
"DATU BLAH T. SINSUAT","Penansaran",207.075669252775
"DATU BLAH T. SINSUAT","Tubuan",190.634622022076
"DATU BLAH T. SINSUAT","Nalkan",145.319834820107
"DATU BLAH T. SINSUAT","Kinimi",144.096947009559
"DATU HOFFER AMPATUAN","Limpongo",241.656219006602
"DATU HOFFER AMPATUAN","Tuayan",240.229516560962
"DATU HOFFER AMPATUAN","Labu-labu II",215.567945714913
"DATU HOFFER AMPATUAN","Talibadok",207.619174946352
"DATU HOFFER AMPATUAN","Labu-labu I",162.100573109292
"DATU ODIN SINSUAT (DINAIG)","Dalican Poblacion",957.521155658994
"DATU ODIN SINSUAT (DINAIG)","Awang",808.260904560455
"DATU ODIN SINSUAT (DINAIG)","Tamontaka",683.322533249479
"DATU ODIN SINSUAT (DINAIG)","Semba",406.814011642263
"DATU ODIN SINSUAT (DINAIG)","Makir",269.986453284294
"DATU PAGLAS","Poblacion",338.671985310067
"DATU PAGLAS","Damawato",136.487867299483
"DATU PAGLAS","Alip (Pob.)",118.212488352962
"DATU PAGLAS","Datang",103.401958202993
"DATU PAGLAS","Madidis",92.7356589665479
"DATU PIANG","Poblacion (Dulawan)",642.899297289702
"DATU PIANG","Buayan",217.877844912615
"DATU PIANG","Kanguan",183.840800852365
"DATU PIANG","Duaminanga",102.790514297719
"DATU PIANG","Dado",73.7129596913586
"DATU SALIBO","Sambulawan",271.752846788419
"DATU SALIBO","Pagatin",166.992124351483
"DATU SALIBO","Butilen",113.049184263982
"DATU SALIBO","Buayan",101.635564698869
"DATU SALIBO","Magaslong",55.165827898049
"DATU SAUDI-AMPATUAN","Kitango",372.505214735225
"DATU SAUDI-AMPATUAN","Kitapok",270.801711824659
"DATU SAUDI-AMPATUAN","Salbu",247.295090577461
"DATU SAUDI-AMPATUAN","Elian",209.657321297265
"DATU SAUDI-AMPATUAN","Madia",205.445152172045
"DATU UNSAY","Meta",208.638248121809
"DATU UNSAY","Iganagampong",173.038625192526
"DATU UNSAY","Maitumaig",148.512930769871
"DATU UNSAY","Malangog",93.6188557186103
"DATU UNSAY","Panangeti",53.0597433354388
"DAUIN","Maayongtubig",303.26545205357
"DAUIN","Lipayo",227.267492961104
"DAUIN","Tugawe",161.257318217707
"DAUIN","Bulak",143.097710310307
"DAUIN","Masaplod Sur",138.557808333457
"DAUIS","Totolan",1645.40849080703
"DAUIS","Tabalong",1257.8681038384
"DAUIS","Catarman",1111.37034886113
"DAUIS","Bingag",1038.12147137249
"DAUIS","Songculan",1023.84613103126
"DAVAO CITY","Bucana",4778.95149994764
"DAVAO CITY","Buhangin (Pob.)",3725.82230644171
"DAVAO CITY","Ma-a",3403.78777275223
"DAVAO CITY","Talomo (Pob.)",3396.67318867461
"DAVAO CITY","Sasa",2981.63681192245
"DEL CARMEN","Del Carmen (Pob.)",212.286984814797
"DEL CARMEN","San Jose (Pob.)",115.392252856932
"DEL CARMEN","Caub",97.5154541356858
"DEL CARMEN","Jamoyaon",69.3967394803926
"DEL CARMEN","Sayak",61.2032067331548
"DEL GALLEGO","Sinuknipan I",446.462413749892
"DEL GALLEGO","Zone II San Antonio (Pob.)",413.696288105586
"DEL GALLEGO","Sabang",398.175491747757
"DEL GALLEGO","Poblacion Zone III",293.5538274098
"DEL GALLEGO","Comadogcadog",287.805384314308
"DELFIN ALBANO","San Antonio",230.581984443414
"DELFIN ALBANO","Ragan Sur (Pob.)",140.115152790774
"DELFIN ALBANO","San Juan",138.643517686836
"DELFIN ALBANO","Aneg",120.441715085492
"DELFIN ALBANO","Rizal (Ragan Almacen Alto)",106.809726754272
"DIADI","Poblacion",257.148870793461
"DIADI","Bugnay",103.324275192312
"DIADI","Namamparan",102.317366963302
"DIADI","Balete",101.775185609219
"DIADI","Nagsabaran",98.8319154013422
"DIFFUN","Andres Bonifacio (Pob.)",289.679752038417
"DIFFUN","Rizal (Pob.)",284.567756414209
"DIFFUN","Aurora West (Pob.)",205.40927871815
"DIFFUN","Liwayway",196.889286011138
"DIFFUN","Gabriela Silang",166.527130182512
"DILASAG","Diniog",351.885471640664
"DILASAG","Diagyan",342.398016268461
"DILASAG","Maligaya (Pob.)",264.657523741007
"DILASAG","Masagana (Pob.)",260.692617018295
"DILASAG","Manggitahan",246.673839677278
"DIMASALANG","Canomay",560.473201810486
"DIMASALANG","Poblacion",503.372000395264
"DIMASALANG","Balocawe",499.539704998269
"DIMASALANG","Balantay",317.122444101318
"DIMASALANG","Gregorio Alino (Pia-ong)",309.266238537479
"DIMATALING","Poblacion",489.628094602293
"DIMATALING","Kagawasan",307.608540685269
"DIMATALING","Saloagan",266.609086708909
"DIMATALING","Binuay",215.472405101032
"DIMATALING","Sumpot",201.055014691763
"DIMIAO","Luyo",195.642369266773
"DIMIAO","Oac",171.30408409483
"DIMIAO","Taongon Can-andam",159.83700742728
"DIMIAO","Tangohay",157.028743753594
"DIMIAO","Canhayupon",154.688524025522
"DINAGAT","New Mabuhay",96.6464430867363
"DINAGAT","Cab-ilan",73.8659391607041
"DINAGAT","Bagumbayan",67.5966451647115
"DINAGAT","Wadas",65.7344786312484
"DINAGAT","Escolta (Pob.)",62.0101455643222
"DINALUNGAN","Zone I (Pob.)",266.356769479312
"DINALUNGAN","Simbahan",243.133744389143
"DINALUNGAN","Zone II (Pob.)",235.911950001347
"DINALUNGAN","Dibaraybay",182.95212449084
"DINALUNGAN","Abuleg",175.022311045417
"DINALUPIHAN","Roosevelt",1278.96562569758
"DINALUPIHAN","Luacan",875.677970473186
"DINALUPIHAN","New San Jose",851.322114890814
"DINALUPIHAN","San Pablo (Bulate)",841.409848084035
"DINALUPIHAN","Bangal",676.016596222346
"DINAPIGUE","Digumased (Pob.)",185.580932054558
"DINAPIGUE","Dibulo",87.9108338405356
"DINAPIGUE","Bucal Sur",56.4643153037449
"DINAPIGUE","Dimaluade",20.8352548926027
"DINAPIGUE","Ayod",18.743983955427
"DINAS","Benuatan",274.493597088978
"DINAS","Guinicolalay",257.147674252826
"DINAS","Poblacion",236.084767951784
"DINAS","Legarda 1",213.895503025018
"DINAS","Sagacad",200.041291928611
"DINGALAN","Paltic",718.639343491497
"DINGALAN","Umiray (Malamig)",620.224694481332
"DINGALAN","Ibona",513.172212968115
"DINGALAN","Cabog (Matawe)",475.222391479303
"DINGALAN","Caragsacan",423.678604084051
"DINGLE","Abangay",644.186618191156
"DINGLE","San Jose",639.145619119643
"DINGLE","Siniba-an",637.288408935402
"DINGLE","San Matias",540.71347935485
"DINGLE","Poblacion",531.958059914855
"DINGRAS","San Marcelino (Padong)",934.32356675321
"DINGRAS","Barong",597.866347027526
"DINGRAS","San Francisco (Surrate)",542.461715036769
"DINGRAS","Baresbes",503.174794170597
"DINGRAS","Madamba (Pob.)",499.649044862094
"DIPACULAO","Dinadiawan",528.607028424386
"DIPACULAO","Borlongan",342.11480864541
"DIPACULAO","North Poblacion",291.562247930836
"DIPACULAO","Diarabasin",244.974593938973
"DIPACULAO","South Poblacion",239.735252912533
"DIPLAHAN","Poblacion (Diplahan)",609.360016516771
"DIPLAHAN","Guinoman",559.800236984908
"DIPLAHAN","Ditay",298.147128229186
"DIPLAHAN","Balangao",267.960717059778
"DIPLAHAN","Kauswagan",195.761129150859
"DIPOLOG CITY (Capital)","Galas",1975.63302952018
"DIPOLOG CITY (Capital)","Olingan",1492.42517908451
"DIPOLOG CITY (Capital)","Turno",1160.93783553389
"DIPOLOG CITY (Capital)","Dicayas",1083.3317262215
"DIPOLOG CITY (Capital)","Santa Filomena",986.91542785951
"DITSAAN-RAMAIN","Maranao Timber (Dalama)",75.0037857136036
"DITSAAN-RAMAIN","Rantian",59.9215027168464
"DITSAAN-RAMAIN","Buadi Babai",59.1741823881782
"DITSAAN-RAMAIN","Upper Pugaan",58.8344913296927
"DITSAAN-RAMAIN","Sundiga Bayabao",58.6986149062985
"DIVILACAN","Dimapnat",83.0312016537922
"DIVILACAN","Dimapula (Pob.)",72.0326656138309
"DIVILACAN","Bicobian",53.288681658404
"DIVILACAN","Dilakit",33.7701529114304
"DIVILACAN","Dicatian",30.3621558286255
"DOÑA REMEDIOS TRINIDAD","Kalawakan",978.340733829114
"DOÑA REMEDIOS TRINIDAD","Camachile",589.921478814892
"DOÑA REMEDIOS TRINIDAD","Pulong Sampalok",404.845297151171
"DOÑA REMEDIOS TRINIDAD","Sapang Bulak",371.001986196596
"DOÑA REMEDIOS TRINIDAD","Talbak",247.24025492338
"DOLORES","Santa Lucia",1127.37843156418
"DOLORES","Bungoy",832.141508398155
"DOLORES","Dagatan",784.874513309999
"DOLORES","Pinagdanlayan",682.826282888903
"DOLORES","Bulakin I",647.921424977649
"DON CARLOS","Don Carlos Sur (Pob.)",1125.22710598181
"DON CARLOS","Don Carlos Norte",663.968001579783
"DON CARLOS","San Nicolas (Banban)",489.130342336759
"DON CARLOS","Sinangguyan",403.342276636959
"DON CARLOS","Maraymaray",307.571959052737
"DON MARCELINO","Talagutong (Pob.)",392.611207739493
"DON MARCELINO","Lapuan",281.396029438106
"DON MARCELINO","Kinanga",219.698356316968
"DON MARCELINO","Calian",219.356856281242
"DON MARCELINO","Dalupan",198.013104048376
"DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Lalud",211.307470583146
"DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Nueva Vista (Masawan)",144.79206941268
"DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Tuno",131.25178715361
"DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Petianan",110.397775791101
"DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS)","Lampasan",107.235082124749
"DONSOL","Ogod (Crossing)",719.51346078577
"DONSOL","Dancalan",586.532810510051
"DONSOL","Vinisitahan",538.629118047616
"DONSOL","Santa Cruz",507.395910562109
"DONSOL","Rawis",443.396577432296
"DUEÑAS","Ponong Grande",587.939681182702
"DUEÑAS","Capuling",467.221019207012
"DUEÑAS","Batuan",382.585297953726
"DUEÑAS","Poblacion A",381.789350731908
"DUEÑAS","Cabudian",344.379831306475
"DUERO","Guinsularan",395.263112071267
"DUERO","San Pedro",343.310234108081
"DUERO","Bangwalog",317.801839072102
"DUERO","Lobogon",313.121399615959
"DUERO","San Antonio (Pob.)",276.379949885237
"DULAG","San Jose",829.072623024621
"DULAG","Cabacungan",630.495748184403
"DULAG","Rizal",426.061705770401
"DULAG","San Rafael",397.153749680436
"DULAG","Highway (Pob.)",329.512911247707
"DUMAGUETE CITY (Capital)","Bagacay",895.450265913865
"DUMAGUETE CITY (Capital)","Taclobo",884.554501169425
"DUMAGUETE CITY (Capital)","Batinguel",847.418102998793
"DUMAGUETE CITY (Capital)","Banilad",803.562649902424
"DUMAGUETE CITY (Capital)","Calindagan",684.163227911273
"DUMALAG","Duran",871.031576409211
"DUMALAG","Poblacion",719.270972782629
"DUMALAG","Santo Angel",657.983036702663
"DUMALAG","Consolacion",622.430727461471
"DUMALAG","Santa Cruz",579.184261742707
"DUMALINAO","Rebokon",361.561118857456
"DUMALINAO","Sumadat",313.015062088745
"DUMALINAO","Paglaum (Pob.)",280.125390217599
"DUMALINAO","Camanga",187.989254633363
"DUMALINAO","Tikwas",173.233956636376
